Taxon - Genus,Taxon - Species,CatNum,Locality Name,Field Coll Latitude from,Field Coll Longitude from,Field Coll Altitude from,Field Coll Date,Sex,Field Coll Habitat,Field Coll Specimen Category
Melomys,cervinipes,JM949,Shiptons Flat,15° 48' South,145° 16' East,,16-Nov-75,Female,,Spirit
Melomys,cervinipes,JM950,Shiptons Flat,15° 48' South,145° 16' East,,16-Nov-75,Male,,Spirit
Melomys,cervinipes,JM955,"Spear Ck, nr Cooktown",16° 42' South,145° 24' East,,3-Nov-75,Male,,Spirit
Melomys,cervinipes,JM956,"Spear Ck, nr Cooktown",16° 42' South,145° 24' East,,3-Nov-75,Female,,Spirit
Melomys,cervinipes,JM957,"Spear Ck, nr Cooktown",16° 42' South,145° 24' East,,3-Nov-75,Female,,Spirit
Melomys,cervinipes,JM971,"Gap Creek, 12 Mile Scrub",15° 48' South,145° 19' East,,22-Nov-75,Female,,Spirit
Melomys,cervinipes,JM972,"Gap Creek, 12 Mile Scrub",15° 48' South,145° 19' East,,22-Nov-75,Male,,Spirit
Melomys,cervinipes,JM1026,"Cathu SF, 64.4km N Mackay",20° 49' South,148° 38' East,,9-Aug-73,,,"Skull, Other"
Melomys,cervinipes,JM1072,Gadgarra SF,17° 15' South,145° 40' East,,21-Nov-75,Female,,Spirit
Melomys,cervinipes,JM1073,"Severin, Boar Pocket, Atherton",17° 15' South,145° 39' East,,15-Oct-75,Male,,Spirit
Melomys,cervinipes,JM1099,Finch Hatton,21° 9' South,148° 38' East,92m,10-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1100,Finch Hatton,21° 9' South,148° 38' East,,10-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1101,Finch Hatton,21° 9' South,148° 38' East,92m,10-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1102,Finch Hatton,21° 9' South,148° 38' East,,11-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1103,Finch Hatton,21° 9' South,148° 38' East,,11-Apr-75,,,Spirit
Melomys,cervinipes,JM1106,Finch Hatton,21° 9' South,148° 38' East,,13-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1107,Finch Hatton,21° 9' South,148° 38' East,,12-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1121,Brandy Ck,20° 21' South,148° 43' East,,22-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1122,Brandy Ck,20° 21' South,148° 43' East,,22-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1123,Brandy Ck,20° 28' South,148° 43' East,,25-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1138,Crediton,21° 13' South,148° 34' East,,16-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1139,Crediton,21° 13' South,148° 34' East,,16-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1141,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1142,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1143,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Female,,"Spirit, Skull"
Melomys,cervinipes,JM1146,Crediton,21° 13' South,148° 34' East,,17-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1147,Crediton,21° 13' South,148° 34' East,,18-Apr-75,Female,,"Spirit, Skull"
Melomys,cervinipes,JM1148,Crediton,21° 13' South,148° 34' East,,18-Apr-75,Female,,Spirit
Melomys,cervinipes,JM1149,Crediton,21° 13' South,148° 34' East,,18-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1151,Crediton,21° 13' South,148° 34' East,,20-Apr-75,Female,,"Spirit, Skull"
Melomys,cervinipes,JM1152,Crediton,21° 13' South,148° 34' East,,20-Apr-75,Male,,Spirit
Melomys,cervinipes,JM1238,Elginvale SF,26° 27' South,152° 12' East,,25-Oct-74,Male,,Spirit
Melomys,cervinipes,JM1285,Imbil SF,26° 28' South,152° 37' East,,17-Oct-74,Male,,Spirit
Melomys,cervinipes,JM1300,Cromarty,19° 28' South,147° 3' East,,27-Jan-72,Female,,"Spirit, Skull"
Melomys,cervinipes,JM1301,St Margaret Ck,19° 28' South,147° 4' East,,7-Jul-72,Male,,"Spirit, Skull"
Melomys,cervinipes,JM1325,Caloundra,26° 48' South,153° 8' East,,14-Feb-74,Male,,Spirit
Melomys,cervinipes,JM1327,Caloundra,26° 48' South,153° 8' East,,12-Feb-74,Male,,Spirit
Melomys,cervinipes,JM1328,Caloundra,26° 48' South,153° 8' East,,12-Feb-74,Female,,Spirit
Melomys,cervinipes,JM1331,Caloundra,26° 48' South,153° 8' East,,14-Feb-74,Male,,Spirit
Melomys,cervinipes,JM1334,Kilcoy area,26° 57' South,152° 34' East,,7-Nov-73,Male,,Spirit
Melomys,cervinipes,JM1335,Kilcoy area,26° 57' South,152° 34' East,,7-Nov-73,Male,,Spirit
Melomys,cervinipes,JM1347,Ravenshoe,17° 36' South,145° 29' East,,18-Apr-76,Male,,Spirit
Melomys,cervinipes,JM1348,Ravenshoe,17° 36' South,145° 29' East,,18-Apr-76,Male,,Spirit
Melomys,cervinipes,JM1366,Cape Hillsborough,"20° 55' 30"" South","149° 2' 30"" East",,7-Mar-75,Male,,Spirit
Melomys,cervinipes,JM1367,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,6-Feb-75,Male,,Spirit
Melomys,cervinipes,JM1368,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,3-Feb-75,Female,,Spirit
Melomys,cervinipes,JM1369,Cape Hillsborough,"20° 55' 30"" South","149° 2' 30"" East",,8-Mar-75,Male,,Spirit
Melomys,cervinipes,JM1370,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,3-Feb-75,Female,,Spirit
Melomys,cervinipes,JM1371,Cape Hillsborough,"20° 55' 30"" South","149° 2' 30"" East",,31-Dec-74,Male,,Spirit
Melomys,cervinipes,JM1372,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,3-Feb-75,Male,,Spirit
Melomys,cervinipes,JM1373,Gallangowan SF,26° 26' South,152° 20' East,,,Female,,Spirit
Melomys,cervinipes,JM1376,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,3-Feb-75,Female,,Spirit
Melomys,cervinipes,JM1378,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,6-Feb-75,Male,,Spirit
Melomys,cervinipes,JM1379,Cape Hillsborough,"20° 55' 30"" South","149° 2' 30"" East",,1-Jan-75,Male,,Spirit
Melomys,cervinipes,JM1380,Eungella NP,"21° 10' 30"" South","148° 30' 30"" East",,3-Feb-75,Female,,Spirit
Melomys,cervinipes,JM1381,Collaroy Holding,"22° 2' 30"" South","149° 22' 30"" East",,3-Mar-75,Male,,Spirit
Melomys,cervinipes,JM1383,Cape Hillsborough,20° 54' South,149° 3' East,,01 Feb 1975-28 Feb 1975,Female,,"Spirit, Skull"
Melomys,cervinipes,JM1511,,,,,6-Dec-74,,,"Skull, Skin"
Melomys,cervinipes,JM1512,,,,,6-Dec-74,,,"Skull, Skin"
Melomys,cervinipes,JM1557,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1558,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1559,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1560,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1561,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1562,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1563,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1564,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1565,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1566,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1567,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1568,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1569,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1570,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1571,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1572,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,27-Sep-73,,,Skull
Melomys,cervinipes,JM1573,"Teviot Brook, nr Killarney",27° 51' South,152° 57' East,,26-Sep-73,,,Skull
Melomys,cervinipes,JM1603,,,,,,Female,,Spirit
Melomys,cervinipes,JM1605,Girraween NP,28° 50' South,151° 55' East,,13-Nov-74,Female,,Spirit
Melomys,cervinipes,JM1606,Kondalilla NP,26° 40' South,152° 52' East,,28-May-75,Female,,Spirit
Melomys,cervinipes,JM1607,Bunya Mountains,26° 53' South,151° 37' East,,22-Oct-71,Male,,Spirit
Melomys,cervinipes,JM1608,Ravensbourne NP,"27° 22' 20"" South","152° 10' 40"" East",,30-May-75,Male,,Spirit
Melomys,cervinipes,JM1610,Kondalilla NP,"26° 40' 30"" South","152° 52' 30"" East",,28-Aug-74,Female,,Spirit
Melomys,cervinipes,JM1611,,,,,,Female,,Spirit
Melomys,cervinipes,JM1613,Bunya Mountains,26° 53' South,151° 37' East,,4-May-75,Female,,Spirit
Melomys,cervinipes,JM1614,Cape Hillsborough NP,20° 54' South,149° 3' East,,,Female,,Spirit
Melomys,cervinipes,JM1616,"Conondale Ra, campsite",26° 50' South,152° 41' East,,25-Feb-76,Female,,Spirit
Melomys,cervinipes,JM1618,Robinson Gorge NP,25° 15' South,149° 7' East,,17-Oct-74,Male,,Spirit
Melomys,cervinipes,JM1625,"Bellthorpe SF, Sunday Ck Rd",26° 43' South,152° 32' East,,29-Apr-76,Male,,Spirit
Melomys,cervinipes,JM1626,,,,,,Female,,Spirit
Melomys,cervinipes,JM1627,"Bellthorpe SF, Sunday Ck Rd, 1km from corner",26° 43' South,152° 32' East,,30-Apr-76,Male,,Spirit
Melomys,cervinipes,JM1628,Kondalilla NP,26° 40' South,152° 52' East,,28-May-75,Female,,Spirit
Melomys,cervinipes,JM1629,"Bellthorpe SF, Sunday Ck Rd, 1km from corner",26° 43' South,152° 32' East,,30-Apr-76,Male,,Spirit
Melomys,cervinipes,JM1630,Kondalilla NP,26° 40' South,152° 52' East,,28-May-76,Female,,Spirit
Melomys,cervinipes,JM1631,Bunya Mountains NP,26° 53' South,151° 37' East,,4-May-75,Male,,Spirit
Melomys,cervinipes,JM1645,Ravensbourne NP,"27° 22' 20"" South","152° 10' 40"" East",,26-May-75,Male,,Spirit
Melomys,cervinipes,JM1649,Bunya Mountains NP,26° 53' South,151° 37' East,,22-Oct-71,Male,,Spirit
Melomys,cervinipes,JM1771,"Gap Ck, 22km SE Helenvale",15° 49' South,145° 19' East,80m,22-Jul-76,Female,,Spirit
Melomys,cervinipes,JM1784,Kuranda Ra SF,16° 45' South,145° 37' East,450m,31-Jul-76,Male,,Spirit
Melomys,cervinipes,JM1834,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,850m,16-Jul-76,Male,,Spirit
Melomys,cervinipes,JM1840,"Coldwater, 24km W Ingham, on Herbert R",18° 36' South,146° 18' East,50m,5-Jul-76,Male,,Spirit
Melomys,cervinipes,JM2047,Mt Webb,15° 5' South,145° 8' East,,13-Jul-76,Male,,Spirit
Melomys,cervinipes,JM2048,Mt Webb,15° 5' South,145° 8' East,,12-Jul-76,Female,,Spirit
Melomys,cervinipes,JM2051,"Nth Stradbroke Is, 18 Mile Swamp",27° 36' South,153° 28' East,,21-Nov-73,Female,,"Skull, Skin"
Melomys,cervinipes,JM2052,,,,,,Female,,"Skull, Skin"
Melomys,cervinipes,JM2129,Mt Glorious,27° 20' South,152° 46' East,,,Male,,Spirit
Melomys,cervinipes,JM2130,Mt Glorious,27° 20' South,152° 46' East,,12-Sep-74,Female,,Spirit
Melomys,cervinipes,JM2503,"Ravenshoe, 20km S, Ebony Rd",17° 44' South,145° 32' East,780m,28-Aug-78,Female,,Spirit
Melomys,cervinipes,JM2735,Home Rule,15° 45' South,145° 17' East,,19-Jun-76,Female,,Spirit
Melomys,cervinipes,JM2736,Home Rule,15° 45' South,145° 17' East,,20-Jun-76,Female,,Spirit
Melomys,cervinipes,JM2740,Home Rule,15° 45' South,145° 17' East,,19-Jun-76,Female,,Spirit
Melomys,cervinipes,JM2743,Home Rule,15° 45' South,145° 17' East,,20-Jun-76,Female,,Spirit
Melomys,cervinipes,JM2759,Murray R,18° 1' South,145° 53' East,,19-May-78,,,Spirit
Melomys,cervinipes,JM2872,Mt Elliott,19° 30' South,147° East,1076m,26-Mar-73,Male,,Spirit
Melomys,cervinipes,JM2885,Mt Elliott NP,19° 30' South,146° 58' East,1067m,26-Mar-73,,,Spirit
Melomys,cervinipes,JM2974,"Mt Zamia, via Springsure",24° 6' South,148° 5' East,,9-Oct-75,Male,,Spirit
Melomys,cervinipes,JM3010,Warrie NP,"28° 13' 5"" South","153° 17' 45"" East",,3-May-71,Male,,Spirit
Melomys,cervinipes,JM3590,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,,,Spirit
Melomys,cervinipes,JM3591,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,,,Spirit
Melomys,cervinipes,JM3592,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,Female,,"Spirit, Skull"
Melomys,cervinipes,JM3594,Kroombit Tops,24° 22' South,151° 2' East,,5-Mar-81,Female,,Spirit
Melomys,cervinipes,JM3597,Kroombit Tops,24° 22' South,151° 2' East,,Mar-81,Female,,Spirit
Melomys,cervinipes,JM3752,"Wreck Rock, 40km E Miriam Vale",24° 19' South,151° 57' East,,14-Aug-81,Male,,Spirit
Melomys,cervinipes,JM3763,"Wreck Rock, 40km E Miriam Vale",24° 19' South,151° 57' East,,14-Aug-81,Male,,"Spirit, Skull"
Melomys,cervinipes,JM3764,"Wreck Rock, 40km E Miriam Vale",24° 19' South,151° 57' East,,15-Aug-81,Female,,"Spirit, Skull"
Melomys,cervinipes,JM3765,"Wreck Rock, 40km E Miriam Vale",24° 19' South,151° 57' East,,15-Aug-81,Male,,"Spirit, Skull"
Melomys,cervinipes,JM3768,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Female,,"Spirit, Skull"
Melomys,cervinipes,JM3773,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Male,,Spirit
Melomys,cervinipes,JM3774,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Female,,Spirit
Melomys,cervinipes,JM3775,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,,,Spirit
Melomys,cervinipes,JM3777,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Male,,"Spirit, Skull"
Melomys,cervinipes,JM3778,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Female,,"Spirit, Skull"
Melomys,cervinipes,JM3779,"Middle Ck, 12km NW Town of 1770",24° 9' South,151° 47' East,,17-Aug-81,Male,,"Spirit, Skull"
Melomys,cervinipes,JM3790,"Bindaree, 10km ENE Miriamvale",24° 17' South,150° 40' East,,5-Nov-81,,,Spirit
Melomys,cervinipes,JM3794,"Eurimbulah NP, south Boundary Fence, NE Miriamvale",24° 14' South,151° 48' East,,12-Feb-82,Male,,Spirit
Melomys,cervinipes,JM3807,"Bindaree, 10km ENE Miriamvale",24° 18' South,151° 38' East,,10-Nov-81,Male,,Spirit
Melomys,cervinipes,JM3813,"Eurimbulah, 32km NE Miriam Vale",24° 10' South,151° 50' East,,2-Dec-81,Female,,Spirit
Melomys,cervinipes,JM3814,"Eurimbulah, 32km NE Miriam Vale",24° 10' South,151° 50' East,,2-Dec-81,Female,,Spirit
Melomys,cervinipes,JM3815,"Eurimbulah NP NE, Dept & Official Purposes Reserve",24° 11' South,151° 50' East,,3-Dec-81,Female,,"Spirit, Skull"
Melomys,cervinipes,JM3816,"Eurimbulah NP NE, Dept & Official Purposes Reserve",24° 11' South,151° 50' East,,3-Dec-81,Female,,Spirit
Melomys,cervinipes,JM3864,,,,,,,,Spirit
Melomys,cervinipes,JM3884,,,,,,,,Spirit
Melomys,cervinipes,JM4927,Lake Manchester,27° 29' South,152° 46' East,,27-Oct-84,Male,,Spirit
Melomys,cervinipes,JM5274,Shiptons Flat,15° 48' South,145° 16' East,,01 Jan 1985-31 Dec 1986,Female,,"Spirit, Skull"
Melomys,cervinipes,JM5336,"Hinchinbrook Is,Gayundah Ck,160.9km from base camp",18° 21' South,146° 13' East,,25-Dec-85,Female,,Spirit
Melomys,cervinipes,JM5346,No data,,,,,,,Spirit
Melomys,cervinipes,JM5347,No data,,,,,,,Spirit
Melomys,cervinipes,JM5348,No data,,,,,,,Spirit
Melomys,cervinipes,JM5692,"Carlisle Is, melaleuca closed forest",20° 47' South,149° 17' East,,11-Dec-86,,,Skeletal parts
Melomys,cervinipes,JM5693,Carlisle Is,20° 47' South,149° 17' East,,16-Dec-86,,,"Spirit, Skull"
Melomys,cervinipes,JM6185,"Mt Stuart, Townsville",19° 21' South,146° 47' East,,11-Jul-86,Male,,"Skull, Skin"
Melomys,cervinipes,JM6701,"Blunder Ck, 3km SE Wooroora Hsd",17° 45' South,145° 27' East,,16-Jun-87,,,"Spirit, Skull"
Melomys,cervinipes,JM6703,"Blunder Ck, 3km SE Wooroora Hsd",17° 45' South,145° 27' East,,18-Jun-87,,,"Spirit, Skull"
Melomys,cervinipes,JM6705,"Millstream to Vine Ck junct, 10km SW Ravenshoe",17° 40' South,145° 24' East,,19-Jun-87,,,"Spirit, Skull"
Melomys,cervinipes,JM6724,"Nitchaga Bridge, 3.5km W Koombooloomba",17° 49' South,145° 33' East,,22-Sep-87,,,"Spirit, Skull"
Melomys,cervinipes,JM7007,"Cedar Ck, Samford",27° 19' South,152° 47' East,,11-Aug-89,Male,,Spirit
Melomys,cervinipes,JM7044,Mt Glorious,27° 20' South,152° 46' East,,9-Oct-83,Female,,Skeletal parts
Melomys,cervinipes,JM7214,,,,,,,,Spirit
Melomys,cervinipes,JM7215,"Brisbane, Brookfield",27° 30' South,152° 55' East,,5-Aug-74,,,Spirit
Melomys,cervinipes,JM7261,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,26-Feb-74,,,Spirit
Melomys,cervinipes,JM7633,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Male,,Spirit
Melomys,cervinipes,JM7634,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7635,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Male,,Spirit
Melomys,cervinipes,JM7636,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Male,,Spirit
Melomys,cervinipes,JM7637,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7638,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7639,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7640,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7641,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Male,,Spirit
Melomys,cervinipes,JM7642,Mt Glorious,27° 20' South,152° 46' East,,28-Oct-63,Female,,Spirit
Melomys,cervinipes,JM7952,Eastern Border Ranges NP,28° 27' South,152° 50' East,,10-Aug-88,,,Spirit
Melomys,cervinipes,JM7953,Eastern Border Ranges NP,28° 27' South,152° 50' East,,10-Aug-88,,,Spirit
Melomys,cervinipes,JM7954,Western Border Ranges NP,28° 22' South,152° 58' East,600m,10-Aug-88,,,Spirit
Melomys,cervinipes,JM7955,Eastern Border Ranges NP,28° 27' South,152° 50' East,,10-Aug-88,,,Spirit
Melomys,cervinipes,JM8075,"Highvale to Mt Glorious Rd, PEI road",27° 23' South,152° 49' East,,29-Jun-90,,,Spirit
Melomys,cervinipes,JM8305,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",40m,7-Jun-89,,,Spirit
Melomys,cervinipes,JM8306,"Edmund Kennedy NP, Wreck Ck","18° 10' 30"" South","146° 30"" East",0m,3-Sep-89,,,Spirit
Melomys,cervinipes,JM8319,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",40m,7-Jun-89,,,Spirit
Melomys,cervinipes,JM8320,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",80m,7-Jun-89,,,Spirit
Melomys,cervinipes,JM8321,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",80m,7-Jun-89,Female,,Spirit
Melomys,cervinipes,JM8322,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",80m,7-Jun-89,Male,,Spirit
Melomys,cervinipes,JM8323,Broadwater Ck SF,"18° 25' 30"" South","145° 56' 30"" East",80m,7-Jun-89,Male,,Spirit
Melomys,cervinipes,JM8324,Kirrama Ra SF,18° 15' South,145° 47' East,860m,20-Jun-89,,,Spirit
Melomys,cervinipes,JM8325,"Kirrama Ra SF, Jennings LA","18° 4' 30"" South","145° 37' 30"" East",760m,13-Jul-89,,,Spirit
Melomys,cervinipes,JM8326,"Kirrama Ra SF, N Blencoe Ck","18° 3' 30"" South","145° 36' 30"" East",660m,14-Jul-89,,,Spirit
Melomys,cervinipes,JM8327,"Kirrama Ra SF, Macks LA","18° 2' 30"" South","145° 36' 30"" East",880m,17-Jul-89,,,Spirit
Melomys,cervinipes,JM8328,Broadwater Ck NP,"18° 23' 30"" South","145° 57' 30"" East",80m,7-Jun-89,Male,,Spirit
Melomys,cervinipes,JM8329,Kirrama Ra SF,18° 15' South,145° 47' East,840m,20-Jun-89,,,Spirit
Melomys,cervinipes,JM8330,"Kirrama Ra SF, Murray LA","18° 9' 30"" South","145° 41' 30"" East",620m,13-Jul-89,,,Spirit
Melomys,cervinipes,JM8331,"Kirrama Ra SF, Horse Swamp LA","18° 6' 30"" South","145° 38' 30"" East",640m,13-Jul-89,,,Spirit
Melomys,cervinipes,JM8332,"Kirrama Ra SF, Jennings LA",18° 4' South,145° 37' East,720m,13-Jul-89,,,Spirit
Melomys,cervinipes,JM8333,"Kirrama Ra SF, Jennings LA","18° 4' 30"" South","145° 37' 30"" East",720m,13-Jul-89,,,Spirit
Melomys,cervinipes,JM8334,"Kirrama Ra SF, Murray LA","18° 9' 30"" South","145° 41' 30"" East",624m,14-Jul-89,,,Spirit
Melomys,cervinipes,JM8335,"Kirrama Ra SF, N Blencoe Ck","18° 3' 30"" South","145° 36' 30"" East",660m,14-Jul-89,Female,,Spirit
Melomys,cervinipes,JM8336,"Kirrama Ra SF, Macks/Cole LA","18° 3' 30"" South","145° 35' 30"" East",760m,18-Jul-89,,,Spirit
Melomys,cervinipes,JM8337,Kirrama Ra SF,18° 14' South,145° 47' East,880m,21-Jul-89,,,"Spirit, Skull"
Melomys,cervinipes,JM8693,"Crab Camp, Freshwater Sector",22° 39' South,150° 44' East,,3-Sep-91,Male,,Spirit
Melomys,cervinipes,JM8694,"Crab Camp, Freshwater Sector",22° 39' South,150° 44' East,,3-Sep-91,Male,,Spirit
Melomys,cervinipes,JM8729,"Mt Moffatt NP, Mt Moffatt airstrip",25° 2' South,147° 56' East,,12-Jun-91,,,Spirit
Melomys,cervinipes,JM8853,CARNARVON,24° 49' South,147° 45' East,,2-Jul-91,,,Spirit
Melomys,cervinipes,JM8854,CARNARVON,17° 7' South,139° 37' East,,2-Jul-91,,,Spirit
Melomys,cervinipes,JM8860,"MOUNT GLORIOUS, BRISBANE",27° 20' South,152° 46' East,,11-Jan-78,,,Spirit
Melomys,cervinipes,JM8861,"MOUNT GLORIOUS, BRISBANE",27° 20' South,152° 46' East,,27-Jan-80,Female,,Spirit
Melomys,cervinipes,JM8871,Byfield,22° 51' South,150° 39' East,,11-Aug-91,,,Spirit
Melomys,cervinipes,JM8872,Byfield,22° 51' South,150° 39' East,,11-Aug-91,,,Spirit
Melomys,cervinipes,JM8873,Byfield,22° 51' South,150° 39' East,,11-Aug-91,,,Spirit
Melomys,cervinipes,JM8874,Byfield,22° 51' South,150° 39' East,,11-Aug-91,,,Spirit
Melomys,cervinipes,JM8875,Byfield,22° 51' South,150° 39' East,,12-Aug-91,,,Spirit
Melomys,cervinipes,JM8876,Byfield,22° 51' South,150° 39' East,,12-Aug-91,,,Spirit
Melomys,cervinipes,JM8877,Byfield,22° 51' South,150° 39' East,,12-Aug-91,,,Spirit
Melomys,cervinipes,JM9639,"Dunwich, N Stradbroke Is",27° 31' South,153° 24' East,,27-Sep-92,Male,,Spirit
Melomys,cervinipes,JM9679,Mt Coulston SF471,24° 11' South,151° 26' East,,14-May-92,,,"Spirit, Skull"
Melomys,cervinipes,JM9682,Kandango SF546,26° 23' South,152° 24' East,,25-Mar-92,,,Spirit
Melomys,cervinipes,JM9683,"Oakview SF220, Kilkivan",26° 10' South,152° 20' East,,30-Mar-92,,,Spirit
